45	2	335
380	0	721
413	2	841
18	0	892
72	2	254
50	2	641
79	0	821
573	1	873
499	2	512
257	1	920
468	0	91
837	2	467
241	1	503
417	2	574
817	2	814
828	2	842
591	1	756
704	2	60
896	0	894
58	1	806
434	1	910
728	2	854
687	1	940
467	2	594
604	2	608
847	2	277
574	1	837
731	1	404
502	1	197
868	0	6
42	2	853
45	1	143
501	2	854
153	2	677
465	2	87
441	2	286
728	2	820
93	1	482
87	2	740
19	2	928
5	2	236
452	2	212
817	1	705
838	1	25
936	2	628
62	0	468
759	2	221
301	2	489
380	0	807
842	2	854
335	2	34
779	2	906
197	2	584
116	2	836
710	1	928
810	2	107
67	2	589
5	0	4
77	1	574
429	2	839
822	2	350
40	1	641
146	2	543
532	0	51
940	2	435
717	0	18
498	1	608
95	0	22
656	1	144
236	2	646
638	0	4
735	2	604
208	0	32
640	2	647
405	1	496
116	0	734
190	1	255
311	2	542
919	2	535
668	2	747
554	1	661
425	2	817
667	2	25
759	2	842
611	2	500
481	2	825
505	2	85
766	2	942
535	0	4
4	0	3
525	2	502
548	2	693
533	0	18
725	2	101
731	1	379
12	1	420
429	0	841
573	2	755
248	2	706
126	2	627
18	1	658
401	1	433
362	2	919
351	2	432
596	2	217
572	2	386
26	0	41
621	2	78
468	1	207
243	1	774
433	1	353
87	0	32
493	2	143
159	0	634
408	2	559
362	2	614
690	2	483
670	1	880
77	0	4
224	2	518
839	2	604
539	2	334
116	0	115
483	2	300
62	2	838
498	1	845
617	1	360
335	1	331
886	0	135
465	2	829
828	2	731
43	2	939
8	0	755
744	2	358
498	0	129
395	2	583
303	2	248
136	1	89
79	1	212
288	2	943
408	2	269
119	2	915
101	1	531
6	1	195
533	0	102
261	2	341
83	2	89
102	1	352
578	2	163
180	2	133
814	2	261
817	0	348
135	1	905
119	1	128
355	2	200
688	1	221
328	1	556
115	2	608
512	2	707
114	0	293
348	0	62
5	2	425
621	2	515
655	2	460
90	1	646
161	2	414
91	1	671
348	1	278
337	1	190
130	2	614
79	0	135
933	2	615
364	2	221
591	2	434
515	2	339
285	1	854
4	2	346
524	2	372
28	2	324
659	2	149
107	0	433
943	2	861
120	1	79
799	2	31
4	1	682
4	1	3
241	1	146
570	0	79
434	0	429
466	1	257
468	0	723
868	0	8
462	2	119
12	1	18
149	2	686
671	2	804
605	2	655
293	2	479
600	2	817
290	1	704
457	1	629
139	2	233
433	1	579
691	2	425
902	2	135
655	1	264
27	1	635
319	2	789
873	1	149
117	2	782
359	2	615
423	2	500
32	1	146
6	0	377
257	0	429
730	2	263
73	1	607
111	2	915
632	2	536
178	2	866
725	1	750
186	2	105
4	0	746
60	1	374
676	2	701
201	1	205
409	2	286
261	2	783
306	2	819
593	1	434
716	2	481
638	2	556
454	1	854
